id_oferty;id_firmy;okres_umowy;grupa_okresu;nazwa_oferty;predkosc_pobierania;predkosc_wysylania;grupa_porownawcza_internet;nazwa_pakietu;liczba_kanalow;grupa_porownawcza_telewizja;dodatki;uwagi;okres_od_1;okres_do_1;cena_1;okres_od_2;okres_do_2;cena_2;okres_od_3;okres_do_3;cena_3
273;PELMAR;24;24;Trzymaj z nami;300;15;300;Start Box;128;129;SMART M - 84 kanały;cena z rabatem za e-fakturę;1;1;130.56;2;24;135.55;;;
274;PELMAR;24;24;Trzymaj z nami;300;15;300;M Box;183;184;SMART M - 84 kanały;cena z rabatem za e-fakturę;1;1;156.56;2;24;161.55;;;
275;PELMAR;24;24;Trzymaj z nami;300;15;300;L Box;235;236;SMART L - 136 kanałów;cena z rabatem za e-fakturę;1;1;182.56;2;24;187.55;;;
276;PELMAR;24;24;Trzymaj z nami;300;15;300;XXL Box;255;256;SMART L - 136 kanałów;cena z rabatem za e-fakturę;1;1;268.56;2;24;273.55;;;
277;PELMAR;24;24;Trzymaj z nami;650;30;650;Start Box;128;129;SMART M - 84 kanały;cena z rabatem za e-fakturę;1;1;135.56;2;24;140.55;;;
278;PELMAR;24;24;Trzymaj z nami;650;30;650;M Box;183;184;SMART M - 84 kanały;cena z rabatem za e-fakturę;1;1;161.56;2;24;166.55;;;
279;PELMAR;24;24;Trzymaj z nami;650;30;650;L Box;235;236;SMART L - 136 kanałów;cena z rabatem za e-fakturę;1;1;187.56;2;24;192.55;;;
280;PELMAR;24;24;Trzymaj z nami;650;30;650;XXL Box;255;256;SMART L - 136 kanałów;cena z rabatem za e-fakturę;1;1;273.56;2;24;278.55;;;
281;PELMAR;24;24;Trzymaj z nami;800;40;800;Start Box;128;129;SMART M - 84 kanały;cena z rabatem za e-fakturę;1;1;171.56;2;24;176.55;;;
282;PELMAR;24;24;Trzymaj z nami;800;40;800;M Box;183;184;SMART M - 84 kanały;cena z rabatem za e-fakturę;1;1;197.56;2;24;202.55;;;
283;PELMAR;24;24;Trzymaj z nami;800;40;800;L Box;235;236;SMART L - 136 kanałów;cena z rabatem za e-fakturę;1;1;223.56;2;24;228.55;;;
284;PELMAR;24;24;Trzymaj z nami;800;40;800;XXL Box;255;256;SMART L - 136 kanałów;cena z rabatem za e-fakturę;1;1;309.56;2;24;314.55;;;
285;PELMAR;12;12;STOP EXTRA NET I TV;300;15;300;Start Box;128;129;;cena z rabatem za e-fakturę;1;12;61.33;;;;;;
286;PELMAR;12;12;STOP EXTRA NET I TV;300;15;300;M Box;183;184;;cena z rabatem za e-fakturę;1;12;86.19;;;;;;
287;PELMAR;12;12;STOP EXTRA NET I TV;650;30;650;L Box;235;236;;cena z rabatem za e-fakturę;1;12;67.54;;;;;;
288;PELMAR;12;12;STOP EXTRA NET I TV;650;30;650;XXL Box;255;256;;cena z rabatem za e-fakturę;1;12;92.40;;;;;;
289;MC2;24;24;Oferta letnia;300;25;300;START Box;65;57;SMART S - 33 kanały;cena z rabatem za e-fakturę;1;24;74.99;;;;;;
290;MC2;24;24;Oferta letnia (z CANAL+ Seriale i Filmy);300;25;300;START Box;65;57;SMART S - 33 kanały, CANAL+ Seriale i Filmy;cena z rabatem za e-fakturę;1;24;84.99;;;;;;
291;MC2;24;24;Oferta letnia (z CANAL+ Super Sport);300;25;300;START Box;65;57;SMART S - 33 kanały, CANAL+ Super Sport;cena z rabatem za e-fakturę;1;24;124.99;;;;;;
292;MC2;24;24;Oferta letnia;650;50;650;START Box;65;57;SMART S - 33 kanały;cena z rabatem za e-fakturę;1;24;89.99;;;;;;
293;MC2;24;24;Oferta letnia (z CANAL+ Seriale i Filmy);650;50;650;START Box;65;57;SMART S - 33 kanały, CANAL+ Seriale i Filmy;cena z rabatem za e-fakturę;1;24;99.99;;;;;;
294;MC2;24;24;Oferta letnia (z CANAL+ Super Sport);650;50;650;START Box;65;57;SMART S - 33 kanały, CANAL+ Super Sport;cena z rabatem za e-fakturę;1;24;139.99;;;;;;
295;MC2;24;24;Oferta letnia;900;60;800;START Box;65;57;SMART S - 33 kanały;cena z rabatem za e-fakturę;1;24;104.99;;;;;;
296;MC2;24;24;Oferta letnia (z CANAL+ Seriale i Filmy);900;60;800;START Box;65;57;SMART S - 33 kanały, CANAL+ Seriale i Filmy;cena z rabatem za e-fakturę;1;24;114.99;;;;;;
297;MC2;24;24;Oferta letnia (z CANAL+ Super Sport);900;60;800;START Box;65;57;SMART S - 33 kanały, CANAL+ Super Sport;cena z rabatem za e-fakturę;1;24;154.99;;;;;;
298;MC2;24;24;Blue Box + Net;300;25;300;Blue Box;54;57;SMART TV - 57 kanałów;cena z rabatem za e-fakturę;1;3;0.00;4;24;83.69;;;
299;MC2;24;24;Blue Box + Net;650;50;650;Blue Box;54;57;SMART TV - 57 kanałów;cena z rabatem za e-fakturę;1;3;0.00;4;24;93.69;;;
300;MC2;24;24;Blue Box + Net;900;60;800;Blue Box;54;57;SMART TV - 57 kanałów;cena z rabatem za e-fakturę;1;3;0.00;4;24;103.69;;;
301;MC2;24;24;Dla Dwojga (z CANAL+ Seriale i Filmy);300;25;300;START Box;65;57;SMART S - 33 kanały, CANAL+ Seriale i Filmy;cena z rabatem za e-fakturę;1;1;145.56;2;24;150.55;;;
302;MC2;24;24;Dla Dwojga (z CANAL+ Super Sport);300;25;300;START Box;65;57;SMART S - 33 kanały, CANAL+ Super Sport;cena z rabatem za e-fakturę;1;1;185.56;2;24;190.55;;;
303;MC2;24;24;Dla Dwojga (z HBO);300;25;300;START Box;65;57;SMART S - 33 kanały, HBO;cena z rabatem za e-fakturę;1;1;152.54;2;24;157.53;;;
304;MC2;24;24;Dla Dwojga (z CANAL+ Seriale i Filmy i HBO);300;25;300;START Box;65;57;SMART S - 33 kanały, CANAL+ Seriale i Filmy, HBO;cena z rabatem za e-fakturę;1;1;177.54;2;24;182.53;;;
305;MC2;24;24;Dla Dwojga (z CANAL+ Super Sport i HBO);300;25;300;START Box;65;57;SMART S - 33 kanały, CANAL+ Super Sport, HBO;cena z rabatem za e-fakturę;1;1;217.54;2;24;222.53;;;
306;MC2;24;24;Dla Dwojga (z CANAL+ Seriale i Filmy);300;25;300;MINI Box;96;129;SMART M - 84 kanały, CANAL+ Seriale i Filmy;cena z rabatem za e-fakturę;1;1;150.56;2;24;155.55;;;
307;MC2;24;24;Dla Dwojga (z CANAL+ Super Sport);300;25;300;MINI Box;96;129;SMART M - 84 kanały, CANAL+ Super Sport;cena z rabatem za e-fakturę;1;1;190.56;2;24;195.55;;;
308;MC2;24;24;Dla Dwojga (z HBO);300;25;300;MINI Box;96;129;SMART M - 84 kanały, HBO;cena z rabatem za e-fakturę;1;1;157.54;2;24;162.53;;;
309;MC2;24;24;Dla Dwojga (z CANAL+ Seriale i Filmy i HBO);300;25;300;MINI Box;96;129;SMART M - 84 kanały, CANAL+ Seriale i Filmy, HBO;cena z rabatem za e-fakturę;1;1;182.54;2;24;187.53;;;
310;MC2;24;24;Dla Dwojga (z CANAL+ Super Sport i HBO);300;25;300;MINI Box;96;129;SMART M - 84 kanały, CANAL+ Super Sport, HBO;cena z rabatem za e-fakturę;1;1;222.54;2;24;227.53;;;
311;MC2;24;24;Dla Dwojga (z CANAL+ Seriale i Filmy);300;25;300;SUPER Box;134;129;SMART M - 84 kanały, CANAL+ Seriale i Filmy;cena z rabatem za e-fakturę;1;1;155.56;2;24;160.55;;;
312;MC2;24;24;Dla Dwojga (z CANAL+ Super Sport);300;25;300;SUPER Box;134;129;SMART M - 84 kanały, CANAL+ Super Sport;cena z rabatem za e-fakturę;1;1;195.56;2;24;200.55;;;
313;MC2;24;24;Dla Dwojga (z HBO);300;25;300;SUPER Box;134;129;SMART M - 84 kanały, HBO;cena z rabatem za e-fakturę;1;1;162.54;2;24;167.53;;;
314;MC2;24;24;Dla Dwojga (z CANAL+ Seriale i Filmy i HBO);300;25;300;SUPER Box;134;129;SMART M - 84 kanały, CANAL+ Seriale i Filmy, HBO;cena z rabatem za e-fakturę;1;1;187.54;2;24;192.53;;;
315;MC2;24;24;Dla Dwojga (z CANAL+ Super Sport i HBO);300;25;300;SUPER Box;134;129;SMART M - 84 kanały, CANAL+ Super Sport, HBO;cena z rabatem za e-fakturę;1;1;227.54;2;24;232.53;;;
316;MC2;24;24;Dla Dwojga (z CANAL+ Seriale i Filmy);300;25;300;MAX Box;152;129;SMART L - 136 kanałów, CANAL+ Seriale i Filmy;cena z rabatem za e-fakturę;1;1;160.56;2;24;165.55;;;
317;MC2;24;24;Dla Dwojga (z CANAL+ Super Sport);300;25;300;MAX Box;152;129;SMART L - 136 kanałów, CANAL+ Super Sport;cena z rabatem za e-fakturę;1;1;200.56;2;24;205.55;;;
318;MC2;24;24;Dla Dwojga (z HBO);300;25;300;MAX Box;152;129;SMART L - 136 kanałów, HBO;cena z rabatem za e-fakturę;1;1;167.54;2;24;172.53;;;
319;MC2;24;24;Dla Dwojga (z CANAL+ Seriale i Filmy i HBO);300;25;300;MAX Box;152;129;SMART L - 136 kanałów, CANAL+ Seriale i Filmy, HBO;cena z rabatem za e-fakturę;1;1;192.54;2;24;197.53;;;
320;MC2;24;24;Dla Dwojga (z CANAL+ Super Sport i HBO);300;25;300;MAX Box;152;129;SMART L - 136 kanałów, CANAL+ Super Sport, HBO;cena z rabatem za e-fakturę;1;1;232.54;2;24;237.53;;;
321;MC2;24;24;Dla Dwojga (z CANAL+ Seriale i Filmy);650;50;650;START Box;65;57;SMART S - 33 kanały, CANAL+ Seriale i Filmy;cena z rabatem za e-fakturę;1;1;156.56;2;24;161.55;;;
322;MC2;24;24;Dla Dwojga (z CANAL+ Super Sport);650;50;650;START Box;65;57;SMART S - 33 kanały, CANAL+ Super Sport;cena z rabatem za e-fakturę;1;1;196.56;2;24;201.55;;;
323;MC2;24;24;Dla Dwojga (z HBO);650;50;650;START Box;65;57;SMART S - 33 kanały, HBO;cena z rabatem za e-fakturę;1;1;163.54;2;24;168.53;;;
324;MC2;24;24;Dla Dwojga (z CANAL+ Seriale i Filmy i HBO);650;50;650;START Box;65;57;SMART S - 33 kanały, CANAL+ Seriale i Filmy, HBO;cena z rabatem za e-fakturę;1;1;188.54;2;24;193.53;;;
325;MC2;24;24;Dla Dwojga (z CANAL+ Super Sport i HBO);650;50;650;START Box;65;57;SMART S - 33 kanały, CANAL+ Super Sport, HBO;cena z rabatem za e-fakturę;1;1;228.54;2;24;233.53;;;
326;MC2;24;24;Dla Dwojga (z CANAL+ Seriale i Filmy);650;50;650;MINI Box;96;129;SMART M - 84 kanały, CANAL+ Seriale i Filmy;cena z rabatem za e-fakturę;1;1;161.56;2;24;166.55;;;
327;MC2;24;24;Dla Dwojga (z CANAL+ Super Sport);650;50;650;MINI Box;96;129;SMART M - 84 kanały, CANAL+ Super Sport;cena z rabatem za e-fakturę;1;1;201.56;2;24;206.55;;;
328;MC2;24;24;Dla Dwojga (z HBO);650;50;650;MINI Box;96;129;SMART M - 84 kanały, HBO;cena z rabatem za e-fakturę;1;1;168.54;2;24;173.53;;;
329;MC2;24;24;Dla Dwojga (z CANAL+ Seriale i Filmy i HBO);650;50;650;MINI Box;96;129;SMART M - 84 kanały, CANAL+ Seriale i Filmy, HBO;cena z rabatem za e-fakturę;1;1;193.54;2;24;198.53;;;
330;MC2;24;24;Dla Dwojga (z CANAL+ Super Sport i HBO);650;50;650;MINI Box;96;129;SMART M - 84 kanały, CANAL+ Super Sport, HBO;cena z rabatem za e-fakturę;1;1;233.54;2;24;238.53;;;
331;MC2;24;24;Dla Dwojga (z CANAL+ Seriale i Filmy);650;50;650;SUPER Box;134;129;SMART M - 84 kanały, CANAL+ Seriale i Filmy;cena z rabatem za e-fakturę;1;1;166.56;2;24;171.55;;;
332;MC2;24;24;Dla Dwojga (z CANAL+ Super Sport);650;50;650;SUPER Box;134;129;SMART M - 84 kanały, CANAL+ Super Sport;cena z rabatem za e-fakturę;1;1;206.56;2;24;211.55;;;
333;MC2;24;24;Dla Dwojga (z HBO);650;50;650;SUPER Box;134;129;SMART M - 84 kanały, HBO;cena z rabatem za e-fakturę;1;1;173.54;2;24;178.53;;;
334;MC2;24;24;Dla Dwojga (z CANAL+ Seriale i Filmy i HBO);650;50;650;SUPER Box;134;129;SMART M - 84 kanały, CANAL+ Seriale i Filmy, HBO;cena z rabatem za e-fakturę;1;1;198.54;2;24;203.53;;;
335;MC2;24;24;Dla Dwojga (z CANAL+ Super Sport i HBO);650;50;650;SUPER Box;134;129;SMART M - 84 kanały, CANAL+ Super Sport, HBO;cena z rabatem za e-fakturę;1;1;238.54;2;24;243.53;;;
336;MC2;24;24;Dla Dwojga (z CANAL+ Seriale i Filmy);650;50;650;MAX Box;152;129;SMART L - 136 kanałów, CANAL+ Seriale i Filmy;cena z rabatem za e-fakturę;1;1;171.56;2;24;176.55;;;
337;MC2;24;24;Dla Dwojga (z CANAL+ Super Sport);650;50;650;MAX Box;152;129;SMART L - 136 kanałów, CANAL+ Super Sport;cena z rabatem za e-fakturę;1;1;211.56;2;24;216.55;;;
338;MC2;24;24;Dla Dwojga (z HBO);650;50;650;MAX Box;152;129;SMART L - 136 kanałów, HBO;cena z rabatem za e-fakturę;1;1;178.54;2;24;183.53;;;
339;MC2;24;24;Dla Dwojga (z CANAL+ Seriale i Filmy i HBO);650;50;650;MAX Box;152;129;SMART L - 136 kanałów, CANAL+ Seriale i Filmy, HBO;cena z rabatem za e-fakturę;1;1;203.54;2;24;208.53;;;
340;MC2;24;24;Dla Dwojga (z CANAL+ Super Sport i HBO);650;50;650;MAX Box;152;129;SMART L - 136 kanałów, CANAL+ Super Sport, HBO;cena z rabatem za e-fakturę;1;1;243.54;2;24;248.53;;;
341;MC2;24;24;Dla Dwojga (z CANAL+ Seriale i Filmy);900;60;800;START Box;65;57;SMART S - 33 kanały, CANAL+ Seriale i Filmy;cena z rabatem za e-fakturę;1;1;166.56;2;24;171.55;;;
342;MC2;24;24;Dla Dwojga (z CANAL+ Super Sport);900;60;800;START Box;65;57;SMART S - 33 kanały, CANAL+ Super Sport;cena z rabatem za e-fakturę;1;1;206.56;2;24;211.55;;;
343;MC2;24;24;Dla Dwojga (z HBO);900;60;800;START Box;65;57;SMART S - 33 kanały, HBO;cena z rabatem za e-fakturę;1;1;173.54;2;24;178.53;;;
344;MC2;24;24;Dla Dwojga (z CANAL+ Seriale i Filmy i HBO);900;60;800;START Box;65;57;SMART S - 33 kanały, CANAL+ Seriale i Filmy, HBO;cena z rabatem za e-fakturę;1;1;198.54;2;24;203.53;;;
345;MC2;24;24;Dla Dwojga (z CANAL+ Super Sport i HBO);900;60;800;START Box;65;57;SMART S - 33 kanały, CANAL+ Super Sport, HBO;cena z rabatem za e-fakturę;1;1;238.54;2;24;243.53;;;
346;MC2;24;24;Dla Dwojga (z CANAL+ Seriale i Filmy);900;60;800;MINI Box;96;129;SMART M - 84 kanały, CANAL+ Seriale i Filmy;cena z rabatem za e-fakturę;1;1;171.56;2;24;176.55;;;
347;MC2;24;24;Dla Dwojga (z CANAL+ Super Sport);900;60;800;MINI Box;96;129;SMART M - 84 kanały, CANAL+ Super Sport;cena z rabatem za e-fakturę;1;1;211.56;2;24;216.55;;;
348;MC2;24;24;Dla Dwojga (z HBO);900;60;800;MINI Box;96;129;SMART M - 84 kanały, HBO;cena z rabatem za e-fakturę;1;1;178.54;2;24;183.53;;;
349;MC2;24;24;Dla Dwojga (z CANAL+ Seriale i Filmy i HBO);900;60;800;MINI Box;96;129;SMART M - 84 kanały, CANAL+ Seriale i Filmy, HBO;cena z rabatem za e-fakturę;1;1;203.54;2;24;208.53;;;
350;MC2;24;24;Dla Dwojga (z CANAL+ Super Sport i HBO);900;60;800;MINI Box;96;129;SMART M - 84 kanały, CANAL+ Super Sport, HBO;cena z rabatem za e-fakturę;1;1;243.54;2;24;248.53;;;
351;MC2;24;24;Dla Dwojga (z CANAL+ Seriale i Filmy);900;60;800;SUPER Box;134;129;SMART M - 84 kanały, CANAL+ Seriale i Filmy;cena z rabatem za e-fakturę;1;1;176.56;2;24;181.55;;;
352;MC2;24;24;Dla Dwojga (z CANAL+ Super Sport);900;60;800;SUPER Box;134;129;SMART M - 84 kanały, CANAL+ Super Sport;cena z rabatem za e-fakturę;1;1;216.56;2;24;221.55;;;
353;MC2;24;24;Dla Dwojga (z HBO);900;60;800;SUPER Box;134;129;SMART M - 84 kanały, HBO;cena z rabatem za e-fakturę;1;1;183.54;2;24;188.53;;;
354;MC2;24;24;Dla Dwojga (z CANAL+ Seriale i Filmy i HBO);900;60;800;SUPER Box;134;129;SMART M - 84 kanały, CANAL+ Seriale i Filmy, HBO;cena z rabatem za e-fakturę;1;1;208.54;2;24;213.53;;;
355;MC2;24;24;Dla Dwojga (z CANAL+ Super Sport i HBO);900;60;800;SUPER Box;134;129;SMART M - 84 kanały, CANAL+ Super Sport, HBO;cena z rabatem za e-fakturę;1;1;248.54;2;24;253.53;;;
356;MC2;24;24;Dla Dwojga (z CANAL+ Seriale i Filmy);900;60;800;MAX Box;152;129;SMART L - 136 kanałów, CANAL+ Seriale i Filmy;cena z rabatem za e-fakturę;1;1;181.56;2;24;186.55;;;
357;MC2;24;24;Dla Dwojga (z CANAL+ Super Sport);900;60;800;MAX Box;152;129;SMART L - 136 kanałów, CANAL+ Super Sport;cena z rabatem za e-fakturę;1;1;221.56;2;24;226.55;;;
358;MC2;24;24;Dla Dwojga (z HBO);900;60;800;MAX Box;152;129;SMART L - 136 kanałów, HBO;cena z rabatem za e-fakturę;1;1;188.54;2;24;193.53;;;
359;MC2;24;24;Dla Dwojga (z CANAL+ Seriale i Filmy i HBO);900;60;800;MAX Box;152;129;SMART L - 136 kanałów, CANAL+ Seriale i Filmy, HBO;cena z rabatem za e-fakturę;1;1;213.54;2;24;218.53;;;
360;MC2;24;24;Dla Dwojga (z CANAL+ Super Sport i HBO);900;60;800;MAX Box;152;129;SMART L - 136 kanałów, CANAL+ Super Sport, HBO;cena z rabatem za e-fakturę;1;1;253.54;2;24;258.53;;;
361;MC2;12;12;Mega Paczka;150;10;120;START Box;65;57;SMART S - 33 kanały;cena z rabatem za e-fakturę;1;1;150.56;2;12;155.55;;;
362;MC2;12;12;Mega Paczka;150;10;120;MINI Box;96;129;SMART M - 84 kanały;cena z rabatem za e-fakturę;1;1;155.56;2;12;160.55;;;
363;MC2;12;12;Mega Paczka;150;10;120;SUPER Box;134;129;SMART M - 84 kanały;cena z rabatem za e-fakturę;1;1;160.56;2;12;165.55;;;
364;MC2;12;12;Mega Paczka;150;10;120;MAX Box;152;129;SMART L - 136 kanałów;cena z rabatem za e-fakturę;1;1;165.56;2;12;170.55;;;
365;MC2;12;12;Mega Paczka;300;25;300;START Box;65;57;SMART S - 33 kanały;cena z rabatem za e-fakturę;1;1;156.56;2;12;161.55;;;
366;MC2;12;12;Mega Paczka;300;25;300;MINI Box;96;129;SMART M - 84 kanały;cena z rabatem za e-fakturę;1;1;161.56;2;12;166.55;;;
367;MC2;12;12;Mega Paczka;300;25;300;SUPER Box;134;129;SMART M - 84 kanały;cena z rabatem za e-fakturę;1;1;166.56;2;12;171.55;;;
368;MC2;12;12;Mega Paczka;300;25;300;MAX Box;152;129;SMART L - 136 kanałów;cena z rabatem za e-fakturę;1;1;171.56;2;12;176.55;;;
369;MC2;12;12;Mega Paczka;650;50;650;START Box;65;57;SMART S - 33 kanały;cena z rabatem za e-fakturę;1;1;166.56;2;12;171.55;;;
370;MC2;12;12;Mega Paczka;650;50;650;MINI Box;96;129;SMART M - 84 kanały;cena z rabatem za e-fakturę;1;1;171.56;2;12;176.55;;;
371;MC2;12;12;Mega Paczka;650;50;650;SUPER Box;134;129;SMART M - 84 kanały;cena z rabatem za e-fakturę;1;1;176.56;2;12;181.55;;;
372;MC2;12;12;Mega Paczka;650;50;650;MAX Box;152;129;SMART L - 136 kanałów;cena z rabatem za e-fakturę;1;1;181.56;2;12;186.55;;;
373;MC2;12;12;Mega Paczka;900;60;800;START Box;65;57;SMART S - 33 kanały;cena z rabatem za e-fakturę;1;1;176.56;2;12;181.55;;;
374;MC2;12;12;Mega Paczka;900;60;800;MINI Box;96;129;SMART M - 84 kanały;cena z rabatem za e-fakturę;1;1;181.56;2;12;186.55;;;
375;MC2;12;12;Mega Paczka;900;60;800;SUPER Box;134;129;SMART M - 84 kanały;cena z rabatem za e-fakturę;1;1;186.56;2;12;191.55;;;
376;MC2;12;12;Mega Paczka;900;60;800;MAX Box;152;129;SMART L - 136 kanałów;cena z rabatem za e-fakturę;1;1;191.56;2;12;196.55;;;
377;MC2;24;24;Mega Paczka;150;10;120;START Box;65;57;SMART S - 33 kanały;cena z rabatem za e-fakturę;1;1;135.56;2;24;140.55;;;
378;MC2;24;24;Mega Paczka;150;10;120;MINI Box;96;129;SMART M - 84 kanały;cena z rabatem za e-fakturę;1;1;140.56;2;24;145.55;;;
379;MC2;24;24;Mega Paczka;150;10;120;SUPER Box;134;129;SMART M - 84 kanały;cena z rabatem za e-fakturę;1;1;145.56;2;24;150.55;;;
380;MC2;24;24;Mega Paczka;150;10;120;MAX Box;152;129;SMART L - 136 kanałów;cena z rabatem za e-fakturę;1;1;150.56;2;24;155.55;;;
381;MC2;24;24;Mega Paczka;300;25;300;START Box;65;57;SMART S - 33 kanały;cena z rabatem za e-fakturę;1;1;141.56;2;24;146.55;;;
382;MC2;24;24;Mega Paczka;300;25;300;MINI Box;96;129;SMART M - 84 kanały;cena z rabatem za e-fakturę;1;1;146.56;2;24;151.55;;;
383;MC2;24;24;Mega Paczka;300;25;300;SUPER Box;134;129;SMART M - 84 kanały;cena z rabatem za e-fakturę;1;1;151.56;2;24;156.55;;;
384;MC2;24;24;Mega Paczka;300;25;300;MAX Box;152;129;SMART L - 136 kanałów;cena z rabatem za e-fakturę;1;1;156.56;2;24;161.55;;;
385;MC2;24;24;Mega Paczka;650;50;650;START Box;65;57;SMART S - 33 kanały;cena z rabatem za e-fakturę;1;1;151.56;2;24;156.55;;;
386;MC2;24;24;Mega Paczka;650;50;650;MINI Box;96;129;SMART M - 84 kanały;cena z rabatem za e-fakturę;1;1;156.56;2;24;161.55;;;
387;MC2;24;24;Mega Paczka;650;50;650;SUPER Box;134;129;SMART M - 84 kanały;cena z rabatem za e-fakturę;1;1;161.56;2;24;166.55;;;
388;MC2;24;24;Mega Paczka;650;50;650;MAX Box;152;129;SMART L - 136 kanałów;cena z rabatem za e-fakturę;1;1;166.56;2;24;171.55;;;
389;MC2;24;24;Mega Paczka;900;60;800;START Box;65;57;SMART S - 33 kanały;cena z rabatem za e-fakturę;1;1;161.56;2;24;166.55;;;
390;MC2;24;24;Mega Paczka;900;60;800;MINI Box;96;129;SMART M - 84 kanały;cena z rabatem za e-fakturę;1;1;166.56;2;24;171.55;;;
391;MC2;24;24;Mega Paczka;900;60;800;SUPER Box;134;129;SMART M - 84 kanały;cena z rabatem za e-fakturę;1;1;171.56;2;24;176.55;;;
392;MC2;24;24;Mega Paczka;900;60;800;MAX Box;152;129;SMART L - 136 kanałów;cena z rabatem za e-fakturę;1;1;176.56;2;24;181.55;;;
393;MC2;12;12;Trzymaj z nami;150;10;120;START Box;65;57;SMART S - 33 kanały;cena z rabatem za e-fakturę;1;1;150.27;2;12;155.26;;;
394;MC2;12;12;Trzymaj z nami;150;10;120;MINI Box;96;129;SMART M - 84 kanały;cena z rabatem za e-fakturę;1;1;155.27;2;12;160.26;;;
395;MC2;12;12;Trzymaj z nami;150;10;120;SUPER Box;134;129;SMART M - 84 kanały;cena z rabatem za e-fakturę;1;1;160.27;2;12;165.26;;;
396;MC2;12;12;Trzymaj z nami;150;10;120;MAX Box;152;129;SMART L - 136 kanałów;cena z rabatem za e-fakturę;1;1;163.27;2;12;168.26;;;
397;MC2;12;12;Trzymaj z nami;300;25;300;START Box;65;57;SMART S - 33 kanały;cena z rabatem za e-fakturę;1;1;156.56;2;12;161.55;;;
398;MC2;12;12;Trzymaj z nami;300;25;300;MINI Box;96;129;SMART M - 84 kanały;cena z rabatem za e-fakturę;1;1;161.56;2;12;166.55;;;
399;MC2;12;12;Trzymaj z nami;300;25;300;SUPER Box;134;129;SMART M - 84 kanały;cena z rabatem za e-fakturę;1;1;166.56;2;12;171.55;;;
400;MC2;12;12;Trzymaj z nami;300;25;300;MAX Box;152;129;SMART L - 136 kanałów;cena z rabatem za e-fakturę;1;1;169.56;2;12;174.55;;;
401;MC2;12;12;Trzymaj z nami;650;50;650;START Box;65;57;SMART S - 33 kanały;cena z rabatem za e-fakturę;1;1;166.56;2;12;171.55;;;
402;MC2;12;12;Trzymaj z nami;650;50;650;MINI Box;96;129;SMART M - 84 kanały;cena z rabatem za e-fakturę;1;1;171.56;2;12;176.55;;;
403;MC2;12;12;Trzymaj z nami;650;50;650;SUPER Box;134;129;SMART M - 84 kanały;cena z rabatem za e-fakturę;1;1;176.56;2;12;181.55;;;
404;MC2;12;12;Trzymaj z nami;650;50;650;MAX Box;152;129;SMART L - 136 kanałów;cena z rabatem za e-fakturę;1;1;179.56;2;12;184.55;;;
405;MC2;12;12;Trzymaj z nami;900;60;800;START Box;65;57;SMART S - 33 kanały;cena z rabatem za e-fakturę;1;1;176.56;2;12;181.55;;;
406;MC2;12;12;Trzymaj z nami;900;60;800;MINI Box;96;129;SMART M - 84 kanały;cena z rabatem za e-fakturę;1;1;181.56;2;12;186.55;;;
407;MC2;12;12;Trzymaj z nami;900;60;800;SUPER Box;134;129;SMART M - 84 kanały;cena z rabatem za e-fakturę;1;1;186.56;2;12;191.55;;;
408;MC2;12;12;Trzymaj z nami;900;60;800;MAX Box;152;129;SMART L - 136 kanałów;cena z rabatem za e-fakturę;1;1;189.56;2;12;194.55;;;
409;MC2;24;24;Trzymaj z nami;150;10;120;START Box;65;57;SMART S - 33 kanały;cena z rabatem za e-fakturę;1;1;130.27;2;24;135.26;;;
410;MC2;24;24;Trzymaj z nami;150;10;120;MINI Box;96;129;SMART M - 84 kanały;cena z rabatem za e-fakturę;1;1;135.27;2;24;140.26;;;
411;MC2;24;24;Trzymaj z nami;150;10;120;SUPER Box;134;129;SMART M - 84 kanały;cena z rabatem za e-fakturę;1;1;140.27;2;24;145.26;;;
412;MC2;24;24;Trzymaj z nami;150;10;120;MAX Box;152;129;SMART L - 136 kanałów;cena z rabatem za e-fakturę;1;1;143.27;2;24;148.26;;;
413;MC2;24;24;Trzymaj z nami;300;25;300;START Box;65;57;SMART S - 33 kanały;cena z rabatem za e-fakturę;1;1;136.56;2;24;141.55;;;
414;MC2;24;24;Trzymaj z nami;300;25;300;MINI Box;96;129;SMART M - 84 kanały;cena z rabatem za e-fakturę;1;1;141.56;2;24;146.55;;;
415;MC2;24;24;Trzymaj z nami;300;25;300;SUPER Box;134;129;SMART M - 84 kanały;cena z rabatem za e-fakturę;1;1;146.56;2;24;151.55;;;
416;MC2;24;24;Trzymaj z nami;300;25;300;MAX Box;152;129;SMART L - 136 kanałów;cena z rabatem za e-fakturę;1;1;149.56;2;24;154.55;;;
417;MC2;24;24;Trzymaj z nami;650;50;650;START Box;65;57;SMART S - 33 kanały;cena z rabatem za e-fakturę;1;1;146.56;2;24;151.55;;;
418;MC2;24;24;Trzymaj z nami;650;50;650;MINI Box;96;129;SMART M - 84 kanały;cena z rabatem za e-fakturę;1;1;151.56;2;24;156.55;;;
419;MC2;24;24;Trzymaj z nami;650;50;650;SUPER Box;134;129;SMART M - 84 kanały;cena z rabatem za e-fakturę;1;1;156.56;2;24;161.55;;;
420;MC2;24;24;Trzymaj z nami;650;50;650;MAX Box;152;129;SMART L - 136 kanałów;cena z rabatem za e-fakturę;1;1;159.56;2;24;164.55;;;
